Subject,Fold,True Labels,Predicted Labels,Correct,noise_level,participant_id
1,3,Face,Face,True,0,1
1,3,Vehicle,Vehicle,True,0,1
1,3,Vehicle,Vehicle,True,0,1
1,3,Face,Face,False,0,1
1,3,Face,Face,False,0,1
1,3,Vehicle,Vehicle,True,0,1
1,3,Vehicle,Vehicle,True,0,1
1,3,Vehicle,Vehicle,True,0,1
1,3,Vehicle,Vehicle,True,0,1
1,3,Vehicle,Vehicle,True,0,1
1,3,Vehicle,Vehicle,True,0,1
1,4,Vehicle,Vehicle,True,0,1
1,4,Face,Face,True,0,1
1,4,Face,Face,True,0,1
1,4,Vehicle,Vehicle,True,0,1
1,4,Vehicle,Vehicle,True,0,1
1,4,Face,Face,True,0,1
1,4,Face,Face,True,0,1
1,4,Face,Face,True,0,1
1,4,Face,Face,True,0,1
1,4,Face,Face,True,0,1
1,4,Face,Face,True,0,1
1,4,Vehicle,Vehicle,True,0,1
1,4,Vehicle,Vehicle,True,0,1
1,4,Vehicle,Vehicle,True,0,1
1,4,Vehicle,Vehicle,True,0,1
1,4,Face,Face,True,0,1
1,4,Vehicle,Vehicle,True,0,1
1,4,Face,Face,True,0,1
1,4,Vehicle,Vehicle,True,0,1
1,4,Vehicle,Vehicle,True,0,1
1,4,Vehicle,Vehicle,True,0,1
1,4,Vehicle,Vehicle,True,0,1
1,4,Face,Face,True,0,1
1,4,Face,Face,True,0,1
2,0,Face,Face,True,0,2
2,0,Face,Face,True,0,2
2,0,Face,Face,True,0,2
2,0,Vehicle,Vehicle,True,0,2
2,0,Vehicle,Vehicle,True,0,2
2,0,Vehicle,Vehicle,True,0,2
2,0,Face,Face,True,0,2
2,0,Vehicle,Vehicle,True,0,2
2,0,Vehicle,Vehicle,True,0,2
2,0,Vehicle,Vehicle,True,0,2
2,0,Face,Face,True,0,2
2,0,Vehicle,Vehicle,True,0,2
2,0,Face,Face,True,0,2
2,0,Vehicle,Vehicle,True,0,2
2,0,Face,Face,False,0,2
2,0,Face,Face,True,0,2
2,0,Vehicle,Vehicle,True,0,2
2,0,Face,Face,True,0,2
2,0,Face,Face,True,0,2
2,0,Vehicle,Vehicle,True,0,2
2,0,Vehicle,Vehicle,True,0,2
2,0,Face,Face,True,0,2
2,0,Vehicle,Vehicle,True,0,2
2,0,Face,Face,True,0,2
2,1,Face,Face,True,0,2
2,1,Face,Face,True,0,2
2,1,Vehicle,Vehicle,True,0,2
2,1,Face,Face,True,0,2
2,1,Vehicle,Vehicle,True,0,2
2,1,Face,Face,True,0,2
2,1,Vehicle,Vehicle,True,0,2
2,1,Vehicle,Vehicle,True,0,2
2,1,Face,Face,True,0,2
2,1,Face,Face,True,0,2
2,1,Face,Face,True,0,2
2,1,Vehicle,Vehicle,True,0,2
2,1,Vehicle,Vehicle,True,0,2
2,1,Vehicle,Vehicle,True,0,2
2,1,Vehicle,Vehicle,True,0,2
2,1,Face,Face,True,0,2
2,1,Vehicle,Vehicle,True,0,2
2,1,Vehicle,Vehicle,True,0,2
2,1,Vehicle,Vehicle,True,0,2
2,1,Face,Face,True,0,2
2,1,Face,Face,True,0,2
2,1,Face,Face,False,0,2
2,1,Face,Face,True,0,2
2,1,Vehicle,Vehicle,True,0,2
2,2,Vehicle,Vehicle,True,0,2
2,2,Face,Face,False,0,2
2,2,Vehicle,Vehicle,True,0,2
2,2,Face,Face,True,0,2
2,2,Vehicle,Vehicle,True,0,2
2,2,Vehicle,Vehicle,True,0,2
2,2,Vehicle,Vehicle,True,0,2
2,2,Face,Face,True,0,2
2,2,Face,Face,False,0,2
2,2,Vehicle,Vehicle,True,0,2
2,2,Face,Face,True,0,2
2,2,Face,Face,True,0,2
2,2,Vehicle,Vehicle,True,0,2
2,2,Face,Face,True,0,2
2,2,Face,Face,True,0,2
2,2,Face,Face,True,0,2
2,2,Face,Face,True,0,2
2,2,Face,Face,True,0,2
2,2,Face,Face,True,0,2
2,2,Vehicle,Vehicle,True,0,2
2,2,Vehicle,Vehicle,True,0,2
2,2,Vehicle,Vehicle,True,0,2
2,2,Vehicle,Vehicle,True,0,2
2,2,Vehicle,Vehicle,True,0,2
2,3,Face,Face,True,0,2
2,3,Vehicle,Vehicle,True,0,2
2,3,Face,Face,True,0,2
2,3,Face,Face,True,0,2
2,3,Face,Face,False,0,2
2,3,Face,Face,True,0,2
2,3,Face,Face,False,0,2
2,3,Face,Face,True,0,2
2,3,Face,Face,True,0,2
2,3,Vehicle,Vehicle,True,0,2
2,3,Face,Face,True,0,2
2,3,Vehicle,Vehicle,True,0,2
2,3,Vehicle,Vehicle,True,0,2
2,3,Face,Face,False,0,2
2,3,Vehicle,Vehicle,True,0,2
2,3,Face,Face,True,0,2
2,3,Face,Face,True,0,2
2,3,Vehicle,Vehicle,True,0,2
2,3,Vehicle,Vehicle,True,0,2
2,3,Vehicle,Vehicle,True,0,2
2,3,Vehicle,Vehicle,True,0,2
2,3,Vehicle,Vehicle,True,0,2
2,3,Vehicle,Vehicle,True,0,2
2,3,Vehicle,Vehicle,True,0,2
2,4,Vehicle,Vehicle,True,0,2
2,4,Face,Face,True,0,2
2,4,Face,Face,True,0,2
2,4,Vehicle,Vehicle,True,0,2
2,4,Vehicle,Vehicle,True,0,2
2,4,Face,Face,False,0,2
2,4,Face,Face,False,0,2
2,4,Vehicle,Vehicle,True,0,2
2,4,Face,Face,True,0,2
2,4,Face,Face,False,0,2
2,4,Face,Face,False,0,2
2,4,Face,Face,True,0,2
2,4,Vehicle,Vehicle,True,0,2
2,4,Vehicle,Vehicle,True,0,2
2,4,Face,Face,True,0,2
2,4,Vehicle,Vehicle,True,0,2
2,4,Face,Face,True,0,2
2,4,Vehicle,Vehicle,True,0,2
2,4,Vehicle,Vehicle,True,0,2
2,4,Vehicle,Vehicle,True,0,2
2,4,Face,Face,False,0,2
2,4,Face,Face,False,0,2
2,4,Vehicle,Vehicle,True,0,2
2,4,Vehicle,Vehicle,True,0,2
3,0,Vehicle,Vehicle,True,0,3
3,0,Face,Face,True,0,3
3,0,Vehicle,Vehicle,True,0,3
3,0,Vehicle,Vehicle,True,0,3
3,0,Vehicle,Vehicle,True,0,3
3,0,Vehicle,Vehicle,True,0,3
3,0,Vehicle,Vehicle,True,0,3
3,0,Face,Face,False,0,3
3,0,Face,Face,True,0,3
3,0,Face,Face,True,0,3
3,0,Face,Face,True,0,3
3,0,Vehicle,Vehicle,True,0,3
3,0,Face,Face,True,0,3
3,0,Face,Face,False,0,3
3,0,Face,Face,True,0,3
3,0,Vehicle,Vehicle,True,0,3
3,0,Vehicle,Vehicle,True,0,3
3,0,Vehicle,Vehicle,True,0,3
3,0,Face,Face,False,0,3
3,0,Face,Face,True,0,3
3,0,Vehicle,Vehicle,True,0,3
3,0,Vehicle,Vehicle,True,0,3
3,0,Face,Face,True,0,3
3,0,Face,Face,True,0,3
3,1,Face,Face,True,0,3
3,1,Face,Face,True,0,3
3,1,Face,Face,True,0,3
3,1,Vehicle,Vehicle,True,0,3
3,1,Face,Face,True,0,3
3,1,Vehicle,Vehicle,True,0,3
3,1,Vehicle,Vehicle,True,0,3
3,1,Vehicle,Vehicle,True,0,3
3,1,Face,Face,True,0,3
3,1,Vehicle,Vehicle,True,0,3
3,1,Vehicle,Vehicle,True,0,3
3,1,Vehicle,Vehicle,True,0,3
3,1,Vehicle,Vehicle,True,0,3
3,1,Face,Face,True,0,3
3,1,Vehicle,Vehicle,True,0,3
3,1,Vehicle,Vehicle,True,0,3
3,1,Vehicle,Vehicle,True,0,3
3,1,Face,Face,False,0,3
3,1,Face,Face,True,0,3
3,1,Face,Face,False,0,3
3,1,Face,Face,False,0,3
3,1,Face,Face,True,0,3
3,1,Vehicle,Vehicle,True,0,3
3,1,Face,Face,False,0,3
3,2,Face,Face,False,0,3
3,2,Face,Face,False,0,3
3,2,Vehicle,Vehicle,True,0,3
3,2,Face,Face,True,0,3
3,2,Vehicle,Vehicle,True,0,3
3,2,Vehicle,Vehicle,True,0,3
3,2,Face,Face,False,0,3
3,2,Vehicle,Vehicle,True,0,3
3,2,Face,Face,False,0,3
3,2,Face,Face,True,0,3
3,2,Vehicle,Vehicle,True,0,3
3,2,Face,Face,True,0,3
3,2,Vehicle,Vehicle,True,0,3
3,2,Face,Face,True,0,3
3,2,Face,Face,True,0,3
3,2,Face,Face,True,0,3
3,2,Vehicle,Vehicle,True,0,3
3,2,Vehicle,Vehicle,True,0,3
3,2,Face,Face,True,0,3
3,2,Vehicle,Vehicle,True,0,3
3,2,Face,Face,True,0,3
3,2,Vehicle,Vehicle,True,0,3
3,2,Vehicle,Vehicle,True,0,3
3,2,Vehicle,Vehicle,True,0,3
3,3,Face,Face,False,0,3
3,3,Vehicle,Vehicle,True,0,3
3,3,Face,Face,True,0,3
3,3,Vehicle,Vehicle,True,0,3
3,3,Vehicle,Vehicle,True,0,3
3,3,Vehicle,Vehicle,True,0,3
3,3,Face,Face,True,0,3
3,3,Vehicle,Vehicle,True,0,3
3,3,Vehicle,Vehicle,True,0,3
3,3,Face,Face,True,0,3
3,3,Face,Face,True,0,3
3,3,Vehicle,Vehicle,True,0,3
3,3,Face,Face,True,0,3
3,3,Face,Face,True,0,3
3,3,Face,Face,True,0,3
3,3,Vehicle,Vehicle,True,0,3
3,3,Face,Face,True,0,3
3,3,Face,Face,True,0,3
3,3,Vehicle,Vehicle,True,0,3
3,3,Vehicle,Vehicle,True,0,3
3,3,Face,Face,True,0,3
3,3,Vehicle,Vehicle,True,0,3
3,3,Face,Face,False,0,3
3,3,Vehicle,Vehicle,True,0,3
3,4,Face,Face,True,0,3
3,4,Vehicle,Vehicle,True,0,3
3,4,Face,Face,True,0,3
3,4,Face,Face,False,0,3
3,4,Face,Face,True,0,3
3,4,Vehicle,Vehicle,True,0,3
3,4,Face,Face,True,0,3
3,4,Face,Face,False,0,3
3,4,Vehicle,Vehicle,True,0,3
3,4,Vehicle,Vehicle,True,0,3
3,4,Face,Face,True,0,3
3,4,Face,Face,False,0,3
3,4,Vehicle,Vehicle,True,0,3
3,4,Vehicle,Vehicle,True,0,3
3,4,Face,Face,True,0,3
3,4,Vehicle,Vehicle,True,0,3
3,4,Face,Face,False,0,3
3,4,Face,Face,True,0,3
3,4,Face,Face,True,0,3
3,4,Vehicle,Vehicle,True,0,3
3,4,Vehicle,Vehicle,True,0,3
3,4,Vehicle,Vehicle,True,0,3
3,4,Vehicle,Vehicle,True,0,3
3,4,Vehicle,Vehicle,True,0,3
4,0,Face,Face,True,0,4
4,0,Vehicle,Vehicle,True,0,4
4,0,Face,Face,True,0,4
4,0,Vehicle,Vehicle,True,0,4
4,0,Vehicle,Vehicle,True,0,4
4,0,Vehicle,Vehicle,True,0,4
4,0,Vehicle,Vehicle,True,0,4
4,0,Vehicle,Vehicle,True,0,4
4,0,Face,Face,False,0,4
4,0,Face,Face,True,0,4
4,0,Vehicle,Vehicle,True,0,4
4,0,Face,Face,False,0,4
4,0,Face,Face,True,0,4
4,0,Face,Face,True,0,4
4,0,Face,Face,True,0,4
4,0,Vehicle,Vehicle,True,0,4
4,0,Vehicle,Vehicle,True,0,4
4,0,Face,Face,True,0,4
4,0,Face,Face,True,0,4
4,0,Vehicle,Vehicle,True,0,4
4,0,Face,Face,True,0,4
4,0,Face,Face,True,0,4
4,0,Vehicle,Vehicle,True,0,4
4,0,Vehicle,Vehicle,True,0,4
4,1,Vehicle,Vehicle,True,0,4
4,1,Face,Face,True,0,4
4,1,Face,Face,False,0,4
4,1,Vehicle,Vehicle,True,0,4
4,1,Face,Face,True,0,4
4,1,Vehicle,Vehicle,True,0,4
4,1,Face,Face,True,0,4
4,1,Vehicle,Vehicle,True,0,4
4,1,Face,Face,True,0,4
4,1,Vehicle,Vehicle,True,0,4
4,1,Vehicle,Vehicle,True,0,4
4,1,Vehicle,Vehicle,True,0,4
4,1,Vehicle,Vehicle,True,0,4
4,1,Face,Face,True,0,4
4,1,Face,Face,True,0,4
4,1,Vehicle,Vehicle,True,0,4
4,1,Face,Face,True,0,4
4,1,Face,Face,False,0,4
4,1,Face,Face,True,0,4
4,1,Vehicle,Vehicle,True,0,4
4,1,Vehicle,Vehicle,True,0,4
4,1,Face,Face,True,0,4
4,1,Vehicle,Vehicle,True,0,4
4,1,Face,Face,True,0,4
4,2,Face,Face,True,0,4
4,2,Face,Face,True,0,4
4,2,Face,Face,True,0,4
4,2,Vehicle,Vehicle,True,0,4
4,2,Vehicle,Vehicle,True,0,4
4,2,Face,Face,True,0,4
4,2,Face,Face,True,0,4
4,2,Vehicle,Vehicle,True,0,4
4,2,Face,Face,True,0,4
4,2,Face,Face,True,0,4
4,2,Vehicle,Vehicle,True,0,4
4,2,Face,Face,False,0,4
4,2,Face,Face,False,0,4
4,2,Vehicle,Vehicle,True,0,4
4,2,Vehicle,Vehicle,True,0,4
4,2,Vehicle,Vehicle,True,0,4
4,2,Face,Face,False,0,4
4,2,Vehicle,Vehicle,True,0,4
4,2,Face,Face,False,0,4
4,2,Face,Face,True,0,4
4,2,Vehicle,Vehicle,True,0,4
4,2,Vehicle,Vehicle,True,0,4
4,2,Vehicle,Vehicle,True,0,4
4,2,Vehicle,Vehicle,True,0,4
4,3,Face,Face,False,0,4
4,3,Face,Face,False,0,4
4,3,Vehicle,Vehicle,True,0,4
4,3,Face,Face,True,0,4
4,3,Vehicle,Vehicle,True,0,4
4,3,Face,Face,True,0,4
4,3,Vehicle,Vehicle,True,0,4
4,3,Face,Face,True,0,4
4,3,Vehicle,Vehicle,True,0,4
4,3,Vehicle,Vehicle,True,0,4
4,3,Face,Face,True,0,4
4,3,Vehicle,Vehicle,True,0,4
4,3,Vehicle,Vehicle,True,0,4
4,3,Vehicle,Vehicle,True,0,4
4,3,Vehicle,Vehicle,True,0,4
4,3,Face,Face,True,0,4
4,3,Face,Face,False,0,4
4,3,Vehicle,Vehicle,True,0,4
4,3,Face,Face,True,0,4
4,3,Face,Face,True,0,4
4,3,Vehicle,Vehicle,True,0,4
4,3,Face,Face,True,0,4
4,3,Face,Face,True,0,4
4,3,Vehicle,Vehicle,True,0,4
4,4,Face,Face,False,0,4
4,4,Face,Face,True,0,4
4,4,Vehicle,Vehicle,True,0,4
4,4,Vehicle,Vehicle,True,0,4
4,4,Vehicle,Vehicle,True,0,4
4,4,Face,Face,True,0,4
4,4,Face,Face,True,0,4
4,4,Vehicle,Vehicle,True,0,4
4,4,Face,Face,True,0,4
4,4,Vehicle,Vehicle,True,0,4
4,4,Face,Face,True,0,4
4,4,Vehicle,Vehicle,True,0,4
4,4,Vehicle,Vehicle,True,0,4
4,4,Face,Face,False,0,4
4,4,Face,Face,True,0,4
4,4,Vehicle,Vehicle,True,0,4
4,4,Face,Face,True,0,4
4,4,Vehicle,Vehicle,True,0,4
4,4,Vehicle,Vehicle,True,0,4
4,4,Vehicle,Vehicle,True,0,4
4,4,Face,Face,True,0,4
4,4,Vehicle,Vehicle,True,0,4
4,4,Face,Face,False,0,4
4,4,Face,Face,False,0,4
5,0,Face,Face,True,0,5
5,0,Face,Face,True,0,5
5,0,Vehicle,Vehicle,True,0,5
5,0,Vehicle,Vehicle,True,0,5
5,0,Vehicle,Vehicle,True,0,5
5,0,Vehicle,Vehicle,True,0,5
5,0,Vehicle,Vehicle,True,0,5
5,0,Face,Face,True,0,5
5,0,Vehicle,Vehicle,True,0,5
5,0,Face,Face,True,0,5
5,0,Vehicle,Vehicle,True,0,5
5,0,Face,Face,True,0,5
5,0,Face,Face,True,0,5
5,0,Face,Face,True,0,5
5,0,Face,Face,True,0,5
5,0,Face,Face,True,0,5
5,0,Face,Face,False,0,5
5,0,Vehicle,Vehicle,True,0,5
5,0,Vehicle,Vehicle,True,0,5
5,0,Face,Face,True,0,5
5,0,Face,Face,True,0,5
5,0,Vehicle,Vehicle,True,0,5
5,0,Vehicle,Vehicle,True,0,5
5,0,Vehicle,Vehicle,True,0,5
5,1,Face,Face,True,0,5
5,1,Vehicle,Vehicle,True,0,5
5,1,Face,Face,True,0,5
5,1,Vehicle,Vehicle,True,0,5
5,1,Face,Face,True,0,5
5,1,Vehicle,Vehicle,True,0,5
5,1,Face,Face,False,0,5
5,1,Face,Face,True,0,5
5,1,Vehicle,Vehicle,True,0,5
5,1,Vehicle,Vehicle,True,0,5
5,1,Face,Face,True,0,5
5,1,Vehicle,Vehicle,True,0,5
5,1,Vehicle,Vehicle,True,0,5
5,1,Face,Face,True,0,5
5,1,Vehicle,Vehicle,True,0,5
5,1,Vehicle,Vehicle,True,0,5
5,1,Face,Face,True,0,5
5,1,Face,Face,False,0,5
5,1,Face,Face,True,0,5
5,1,Face,Face,True,0,5
5,1,Vehicle,Vehicle,True,0,5
5,1,Vehicle,Vehicle,True,0,5
5,1,Face,Face,False,0,5
5,1,Vehicle,Vehicle,True,0,5
5,2,Face,Face,False,0,5
5,2,Face,Face,True,0,5
5,2,Face,Face,False,0,5
5,2,Face,Face,True,0,5
5,2,Vehicle,Vehicle,True,0,5
5,2,Vehicle,Vehicle,True,0,5
5,2,Face,Face,True,0,5
5,2,Face,Face,True,0,5
5,2,Face,Face,True,0,5
5,2,Vehicle,Vehicle,True,0,5
5,2,Face,Face,True,0,5
5,2,Face,Face,False,0,5
5,2,Vehicle,Vehicle,True,0,5
5,2,Vehicle,Vehicle,True,0,5
5,2,Vehicle,Vehicle,True,0,5
5,2,Face,Face,True,0,5
5,2,Face,Face,False,0,5
5,2,Vehicle,Vehicle,True,0,5
5,2,Vehicle,Vehicle,True,0,5
5,2,Vehicle,Vehicle,True,0,5
5,2,Vehicle,Vehicle,True,0,5
5,2,Vehicle,Vehicle,True,0,5
5,2,Vehicle,Vehicle,True,0,5
5,2,Face,Face,True,0,5
5,3,Face,Face,False,0,5
5,3,Face,Face,True,0,5
5,3,Face,Face,True,0,5
5,3,Vehicle,Vehicle,True,0,5
5,3,Face,Face,True,0,5
5,3,Face,Face,True,0,5
5,3,Vehicle,Vehicle,True,0,5
5,3,Vehicle,Vehicle,True,0,5
5,3,Vehicle,Vehicle,True,0,5
5,3,Vehicle,Vehicle,True,0,5
5,3,Vehicle,Vehicle,True,0,5
5,3,Vehicle,Vehicle,True,0,5
5,3,Vehicle,Vehicle,True,0,5
5,3,Face,Face,True,0,5
5,3,Vehicle,Vehicle,True,0,5
5,3,Face,Face,True,0,5
5,3,Face,Face,True,0,5
5,3,Vehicle,Vehicle,True,0,5
5,3,Face,Face,True,0,5
5,3,Face,Face,True,0,5
5,3,Face,Face,True,0,5
5,3,Vehicle,Vehicle,True,0,5
5,3,Vehicle,Vehicle,True,0,5
5,3,Face,Face,True,0,5
5,4,Face,Face,True,0,5
5,4,Vehicle,Vehicle,True,0,5
5,4,Face,Face,True,0,5
5,4,Face,Face,False,0,5
5,4,Face,Face,True,0,5
5,4,Vehicle,Vehicle,True,0,5
5,4,Vehicle,Vehicle,True,0,5
5,4,Vehicle,Vehicle,True,0,5
5,4,Face,Face,True,0,5
5,4,Vehicle,Vehicle,True,0,5
5,4,Face,Face,True,0,5
5,4,Vehicle,Vehicle,True,0,5
5,4,Vehicle,Vehicle,True,0,5
5,4,Face,Face,True,0,5
5,4,Vehicle,Vehicle,True,0,5
5,4,Face,Face,False,0,5
5,4,Vehicle,Vehicle,True,0,5
5,4,Vehicle,Vehicle,True,0,5
5,4,Face,Face,True,0,5
5,4,Face,Face,True,0,5
5,4,Vehicle,Vehicle,True,0,5
5,4,Vehicle,Vehicle,True,0,5
5,4,Face,Face,True,0,5
5,4,Face,Face,True,0,5
6,0,Face,Face,True,0,6
6,0,Face,Face,True,0,6
6,0,Face,Face,True,0,6
6,0,Vehicle,Vehicle,True,0,6
6,0,Face,Face,True,0,6
6,0,Vehicle,Vehicle,True,0,6
6,0,Vehicle,Vehicle,True,0,6
6,0,Vehicle,Vehicle,True,0,6
6,0,Vehicle,Vehicle,True,0,6
6,0,Vehicle,Vehicle,True,0,6
6,0,Vehicle,Vehicle,True,0,6
6,0,Face,Face,True,0,6
6,0,Face,Face,True,0,6
